mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,spectral_contrast_0_mean,spectral_contrast_0_std,spectral_contrast_1_mean,spectral_contrast_1_std,spectral_contrast_2_mean,spectral_contrast_2_std,spectral_contrast_3_mean,spectral_contrast_3_std,spectral_contrast_4_mean,spectral_contrast_4_std,spectral_contrast_5_mean,spectral_contrast_5_std,spectral_contrast_6_mean,spectral_contrast_6_std,zcr_mean,zcr_std,My_predicted_score
-416.95758,65.179695,145.3967,28.031742,-6.0453076,5.707946,24.599785,5.632856,14.384789,4.900672,15.31259,5.3449345,2.9946527,4.6626544,8.920478,4.27464,9.79184,3.9745116,9.760879,4.3753667,-2.4058194,3.1986396,2.7841966,3.106131,2.5605743,2.8791835,-0.79536545,3.9740927,-3.7492616,3.8294547,2.6195085,3.8891168,0.7014614,3.559477,5.3029923,2.964018,-5.168572,2.9610448,1.1283274,3.3973827,19.144521487776125,5.464627122621593,12.775135600320441,2.985611150625099,11.928634030851436,2.9060983644163594,14.034014599848618,2.6114112146826045,16.58410701668958,2.223396654279712,16.237184016645685,1.2703958205980752,47.62129554078941,5.4823430295331566,0.041200835129310345,0.023836588301381034,5.2664
